  356.500    	  19.0000    	  11.7000    	  5.00000    	          NaN	  26.6000    	  12.4000    	          NaN	  22.2000    	  35.1000    	  32.5000    	  30.0000    	  8.50000    	  10.7000    	  10.6000    	  20.9000    	  31.0000    	  30.5000    	  20.4000    	  26.6000    	  30.7000    	          NaN	  51.5000    	  47.0000    	          NaN	          NaN	          NaN	  24.9000    	  16.0000    	  25.4000    	  43.0000    	          NaN	  51.2000    	  28.2000    	  51.5000    	          NaN	  11.0000    	  16.2000    	  17.7000    	  57.2000    	  29.9000    	  6.80000    	          NaN	  14.8000    	          NaN	          NaN
  357.500    	  58.0000    	  48.5000    	  63.0000    	          NaN	  170.900    	  85.8000    	          NaN	  80.6000    	  61.6000    	  54.0000    	  77.0000    	  61.5000    	  46.9000    	  61.5000    	  44.7000    	  61.0000    	  51.1000    	  57.3000    	  48.2000    	  35.9000    	          NaN	  34.6000    	  32.2000    	          NaN	          NaN	          NaN	  41.2000    	  39.0000    	  41.6000    	  33.1000    	          NaN	  48.6000    	  80.1000    	  43.2000    	          NaN	  33.0000    	  50.8000    	  32.2000    	  55.4000    	  30.9000    	  35.8000    	          NaN	  30.3000    	          NaN	          NaN
  358.500    	  14.0000    	  34.8000    	  31.0000    	          NaN	  90.0000    	  53.2000    	          NaN	  31.4000    	  33.4000    	  38.4000    	  31.0000    	  27.1000    	  28.4000    	  30.3000    	  26.3000    	  37.0000    	  41.7000    	  39.1000    	  36.8000    	  46.3000    	          NaN	  39.3000    	  44.9000    	          NaN	          NaN	          NaN	  42.8000    	  35.0000    	  43.4000    	  17.8000    	          NaN	  42.6000    	  43.6000    	  34.3000    	          NaN	  23.0000    	  30.8000    	  35.3000    	  63.3000    	  37.9000    	  25.8000    	          NaN	  28.9000    	          NaN	          NaN
  359.500    	  55.0000    	  63.7000    	  61.0000    	          NaN	  140.300    	  101.400    	          NaN	  114.200    	  122.000    	  112.400    	  118.000    	  64.5000    	  70.2000    	  73.7000    	  91.1000    	  88.0000    	  82.8000    	  75.2000    	  97.1000    	  85.1000    	          NaN	  77.8000    	  80.9000    	          NaN	          NaN	          NaN	  103.500    	  96.0000    	  94.2000    	  75.5000    	          NaN	  111.700    	  131.600    	  99.2000    	          NaN	  144.000    	  146.300    	  125.400    	  108.200    	  98.7000    	  96.9000    	          NaN	  124.300    	          NaN	          NaN
  360.500    	  46.0000    	  72.6000    	  84.0000    	          NaN	  180.300    	  153.900    	          NaN	  70.8000    	  68.9000    	  64.9000    	          NaN	  74.0000    	  71.2000    	  81.4000    	  54.3000    	  49.0000    	  53.7000    	  75.1000    	  49.0000    	  38.2000    	          NaN	  46.1000    	  37.0000    	          NaN	          NaN	          NaN	  46.9000    	          NaN	  45.0000    	  49.2000    	          NaN	  73.7000    	  99.1000    	  64.8000    	          NaN	  58.2000    	  71.0000    	  43.8000    	  62.0000    	  39.4000    	  52.5000    	          NaN	  44.0000    	          NaN	  42.4000    
  361.500    	  67.0000    	  60.4000    	  69.0000    	          NaN	  141.800    	  131.100    	          NaN	  110.500    	  84.8000    	  83.8000    	          NaN	  64.3000    	  61.5000    	  78.1000    	  57.8000    	  66.0000    	  74.2000    	  68.4000    	  57.0000    	  69.8000    	          NaN	  69.8000    	  58.0000    	          NaN	          NaN	          NaN	  91.0000    	          NaN	  82.4000    	  77.9000    	          NaN	  81.9000    	  108.500    	  89.1000    	          NaN	  79.8000    	  96.2000    	  71.1000    	  84.0000    	  74.1000    	  69.0000    	          NaN	  71.0000    	          NaN	  47.3000    
  362.500    	  21.0000    	  14.1000    	  11.0000    	          NaN	  44.5000    	  32.3000    	          NaN	  13.8000    	  13.6000    	  18.7000    	          NaN	  10.2000    	  7.90000    	  13.0000    	  10.6000    	  13.0000    	  11.4000    	  17.2000    	  11.0000    	  9.20000    	          NaN	  12.8000    	  15.0000    	          NaN	          NaN	          NaN	  20.2000    	          NaN	  26.2000    	  20.7000    	          NaN	  11.3000    	  14.4000    	  11.8000    	          NaN	  15.2000    	  17.7000    	  23.2000    	  11.0000    	  16.7000    	  13.5000    	          NaN	  23.0000    	          NaN	  7.70000    
  363.500    	  19.0000    	  10.1000    	  7.00000    	          NaN	  55.9000    	  28.0000    	          NaN	  20.5000    	  16.1000    	  18.9000    	          NaN	  12.6000    	  13.9000    	  13.8000    	  15.7000    	  18.0000    	  14.1000    	  17.2000    	  19.0000    	  18.9000    	          NaN	  34.1000    	  25.0000    	          NaN	          NaN	          NaN	  47.2000    	          NaN	  45.6000    	  49.0000    	          NaN	  31.7000    	  22.7000    	  33.6000    	          NaN	  26.0000    	  28.7000    	  28.2000    	  37.0000    	  34.7000    	  42.2000    	          NaN	  28.0000    	          NaN	  42.2000    
  364.500    	  61.0000    	  42.1000    	  30.0000    	          NaN	  44.5000    	  37.4000    	          NaN	  14.6000    	  17.4000    	  10.6000    	          NaN	  15.3000    	  20.5000    	  17.0000    	  10.9000    	  16.0000    	  16.4000    	  32.9000    	  36.0000    	  28.9000    	          NaN	  23.2000    	  11.0000    	          NaN	          NaN	          NaN	  20.5000    	          NaN	  16.2000    	  15.1000    	          NaN	  5.80000    	  15.0000    	  2.60000    	          NaN	  2.80000    	  3.20000    	  6.20000    	  6.00000    	  5.10000    	  22.6000    	          NaN	  6.00000    	          NaN	  15.9000    
  365.500    	  55.0000    	  46.3000    	  80.0000    	          NaN	  109.300    	  69.9000    	          NaN	  78.5000    	  57.2000    	  52.1000    	          NaN	  72.2000    	  70.6000    	  80.9000    	  67.0000    	  61.0000    	  47.6000    	  126.800    	  62.0000    	  48.1000    	          NaN	  42.2000    	  42.0000    	          NaN	          NaN	          NaN	  50.2000    	          NaN	  42.6000    	  40.5000    	          NaN	  43.2000    	  61.7000    	  46.0000    	          NaN	  35.2000    	  36.6000    	  30.1000    	  41.0000    	  41.1000    	  35.2000    	          NaN	  30.0000    	          NaN	  48.6000    
  366.500    	  30.0000    	  30.9000    	  25.0000    	          NaN	  50.9000    	  45.6000    	          NaN	  30.0000    	  21.6000    	  26.4000    	          NaN	  27.9000    	  28.7000    	  27.5000    	  24.2000    	  24.0000    	  26.3000    	  26.5000    	  19.0000    	  11.6000    	          NaN	  24.1000    	  26.0000    	          NaN	          NaN	          NaN	  14.3000    	          NaN	  28.4000    	  17.6000    	          NaN	  14.5000    	  22.1000    	  14.3000    	          NaN	  19.6000    	  29.3000    	  16.9000    	  47.0000    	  25.6000    	  11.7000    	          NaN	  17.0000    	          NaN	  9.10000    
  367.500    	  64.0000    	  52.8000    	  75.0000    	          NaN	  85.5000    	  46.2000    	          NaN	  44.8000    	  35.6000    	  38.6000    	          NaN	  46.9000    	  53.0000    	  35.0000    	  24.3000    	  50.0000    	  39.6000    	  32.7000    	  29.0000    	  39.6000    	          NaN	  38.7000    	  47.0000    	          NaN	          NaN	          NaN	  19.4000    	          NaN	  25.1000    	  30.0000    	          NaN	  24.7000    	  31.8000    	  20.6000    	          NaN	  71.6000    	  24.3000    	  21.1000    	  21.0000    	  17.2000    	  24.8000    	          NaN	  21.0000    	          NaN	  43.0000    
  368.500    	  37.0000    	  43.2000    	  32.0000    	          NaN	  106.600    	  34.7000    	          NaN	  23.7000    	  34.0000    	  31.9000    	          NaN	  23.3000    	  27.0000    	  22.8000    	  26.6000    	  36.0000    	  22.1000    	  35.4000    	  38.0000    	  30.1000    	          NaN	  34.4000    	  28.0000    	          NaN	          NaN	          NaN	  40.2000    	          NaN	  31.7000    	  32.6000    	          NaN	  35.6000    	  38.5000    	  42.9000    	          NaN	  28.8000    	  31.4000    	  37.3000    	  44.0000    	  20.5000    	  40.9000    	          NaN	  37.0000    	          NaN	  24.4000    
  369.500    	  57.0000    	  78.7000    	  40.0000    	          NaN	  169.900    	  109.000    	          NaN	  96.1000    	  121.000    	  62.7000    	          NaN	  50.5000    	  41.5000    	  53.1000    	  48.5000    	  55.0000    	  70.0000    	  74.0000    	  45.0000    	  49.8000    	          NaN	  58.9000    	  36.0000    	          NaN	          NaN	          NaN	  50.3000    	          NaN	  79.5000    	  58.7000    	          NaN	  66.7000    	  67.2000    	  97.0000    	          NaN	  27.8000    	  37.0000    	  43.7000    	  54.0000    	  31.0000    	  69.8000    	          NaN	  44.0000    	          NaN	  63.0000    
  370.500    	  39.0000    	  53.1000    	  21.0000    	          NaN	  76.4000    	  57.4000    	          NaN	  47.1000    	  36.2000    	  44.1000    	          NaN	  24.5000    	  26.7000    	  29.0000    	  24.6000    	  35.0000    	  43.6000    	  65.1000    	  57.0000    	  64.9000    	          NaN	  59.9000    	  58.0000    	          NaN	          NaN	          NaN	  58.3000    	          NaN	  80.6000    	  121.300    	          NaN	  32.2000    	  36.8000    	  28.1000    	          NaN	  38.2000    	  28.3000    	  40.5000    	  45.0000    	  45.7000    	  73.6000    	          NaN	  41.0000    	          NaN	  61.8000    
  371.500    	  76.0000    	  93.3000    	  101.000    	          NaN	  169.400    	  121.000    	          NaN	  87.5000    	  96.6000    	  67.9000    	          NaN	  92.8000    	  96.1000    	  94.8000    	  78.4000    	  36.0000    	  40.4000    	  101.900    	  93.0000    	  36.5000    	          NaN	  40.5000    	  37.0000    	          NaN	          NaN	          NaN	  34.1000    	          NaN	  60.3000    	  51.7000    	          NaN	  80.0000    	  62.5000    	  71.0000    	          NaN	  56.6000    	  56.8000    	  45.8000    	  24.8000    	  35.0000    	  50.6000    	          NaN	  46.0000    	          NaN	  37.3000    
  372.500    	  44.3000    	  47.0000    	  58.0000    	          NaN	  93.9000    	  106.000    	          NaN	  65.1000    	  57.1000    	  47.6000    	          NaN	  45.8000    	  40.3000    	  51.1000    	  41.3000    	  38.0000    	  43.4000    	  48.5000    	  46.1000    	  49.9000    	          NaN	  44.9000    	  59.6000    	          NaN	          NaN	          NaN	  27.5000    	          NaN	  39.7000    	  27.3000    	          NaN	  53.6000    	  74.3000    	  48.6000    	          NaN	  45.2000    	  54.7000    	  29.9000    	  53.3000    	  36.6000    	  30.1000    	          NaN	  30.0000    	          NaN	  33.6000    
  373.500    	  98.7000    	  80.0000    	  61.0000    	          NaN	  72.2000    	  80.1000    	          NaN	  45.1000    	  40.2000    	  26.7000    	          NaN	  62.3000    	  62.9000    	  51.6000    	  42.2000    	  63.0000    	  45.6000    	  86.9000    	  68.3000    	  32.8000    	          NaN	  33.3000    	  36.2000    	          NaN	          NaN	          NaN	  43.7000    	          NaN	  31.8000    	  24.5000    	          NaN	  23.2000    	  26.2000    	  20.9000    	          NaN	          NaN	  44.4000    	  23.0000    	  37.7000    	  35.4000    	  39.9000    	          NaN	  23.0000    	          NaN	  36.6000    
  374.500    	  67.3000    	  61.0000    	  64.0000    	          NaN	  77.0000    	  71.5000    	          NaN	  42.5000    	  32.3000    	  36.6000    	          NaN	  43.1000    	  51.6000    	  59.3000    	  27.4000    	  27.0000    	  25.1000    	  50.9000    	  38.0000    	  30.9000    	          NaN	  34.6000    	  29.6000    	          NaN	          NaN	          NaN	  33.7000    	          NaN	  24.5000    	  20.8000    	          NaN	  43.5000    	  49.7000    	  41.0000    	          NaN	  21.6000    	  30.2000    	  37.9000    	  36.0000    	  29.7000    	  29.5000    	          NaN	  38.0000    	          NaN	  27.0000    
  375.500    	  20.3000    	  28.0000    	  32.0000    	          NaN	  80.3000    	  56.0000    	          NaN	  52.3000    	  49.6000    	  55.8000    	          NaN	  31.0000    	  30.2000    	  45.4000    	  36.3000    	  37.0000    	  38.9000    	  33.8000    	  35.2000    	  33.0000    	          NaN	  44.1000    	  41.6000    	          NaN	          NaN	          NaN	  56.3000    	          NaN	  38.0000    	  33.2000    	          NaN	  60.7000    	  70.3000    	  58.9000    	          NaN	  54.8000    	  68.5000    	  42.9000    	  62.0000    	  39.4000    	  52.5000    	          NaN	  43.0000    	          NaN	  27.7000    
  376.500    	  17.8000    	  19.0000    	  11.0000    	          NaN	  14.9000    	  8.50000    	          NaN	  10.7000    	  16.2000    	  11.1000    	          NaN	  9.20000    	  9.90000    	  10.2000    	  9.20000    	  11.0000    	  9.20000    	  11.7000    	  10.1000    	  8.60000    	          NaN	  11.2000    	  15.6000    	          NaN	          NaN	          NaN	  11.4000    	          NaN	  11.1000    	  17.2000    	          NaN	  17.2000    	  13.0000    	  8.90000    	          NaN	  14.2000    	  12.8000    	  13.9000    	  7.60000    	  15.4000    	  21.1000    	          NaN	  14.0000    	          NaN	  10.8000    
  377.500    	  52.8000    	  54.0000    	  39.0000    	          NaN	  104.800    	  136.100    	          NaN	  62.9000    	  60.6000    	  60.7000    	          NaN	  41.8000    	  43.1000    	  48.2000    	  54.8000    	  43.0000    	  62.0000    	  70.1000    	  48.5000    	  45.3000    	          NaN	  83.4000    	  65.9000    	          NaN	          NaN	          NaN	  79.7000    	          NaN	  93.6000    	  55.3000    	          NaN	  67.2000    	  69.4000    	  64.7000    	          NaN	  79.8000    	  87.9000    	  97.6000    	  82.0000    	  80.7000    	  91.1000    	          NaN	  98.0000    	          NaN	  72.6000    
  378.500    	  62.0000    	  44.0000    	  21.0000    	          NaN	  69.5000    	  30.7000    	          NaN	  52.8000    	  23.2000    	  54.4000    	          NaN	  28.3000    	  29.7000    	  34.5000    	  46.4000    	  14.0000    	  18.3000    	  31.4000    	  19.5000    	  17.4000    	          NaN	  18.4000    	  23.6000    	          NaN	          NaN	          NaN	  35.1000    	          NaN	  18.5000    	  32.8000    	          NaN	  77.8000    	  109.400    	  80.3000    	          NaN	  52.6000    	  72.4000    	  32.1000    	  83.5000    	  28.7000    	  39.6000    	          NaN	  32.0000    	          NaN	  39.6000    
  379.500    	  44.2000    	  21.0000    	  25.0000    	          NaN	  50.2000    	  16.9000    	          NaN	  10.2000    	  6.20000    	  19.2000    	          NaN	  8.40000    	  15.8000    	  8.80000    	  4.40000    	  13.0000    	  6.80000    	  8.80000    	  21.0000    	  12.1000    	          NaN	  22.3000    	  16.5000    	          NaN	          NaN	          NaN	  34.6000    	          NaN	  14.2000    	  10.2000    	          NaN	  9.80000    	  15.0000    	  12.6000    	          NaN	  48.4000    	  15.9000    	  41.2000    	  15.0000    	  17.5000    	  13.0000    	          NaN	  41.0000    	          NaN	  8.80000    
  380.500    	  33.4000    	  24.0000    	  37.0000    	          NaN	  43.6000    	  35.9000    	          NaN	  50.5000    	  51.2000    	  47.1000    	          NaN	  23.2000    	  22.3000    	  22.8000    	  56.1000    	  73.0000    	  71.8000    	  29.8000    	  59.9000    	  63.8000    	          NaN	  48.9000    	  62.2000    	          NaN	          NaN	          NaN	  61.0000    	          NaN	  70.8000    	  46.6000    	          NaN	  46.8000    	  73.4000    	  50.4000    	          NaN	  83.0000    	  90.6000    	  46.5000    	  74.6000    	  46.5000    	  53.0000    	          NaN	  47.0000    	          NaN	  59.7000    
  381.500    	  34.6000    	  50.0000    	  56.0000    	          NaN	  110.600    	  65.5000    	          NaN	  45.2000    	  42.8000    	  35.4000    	          NaN	  41.8000    	  31.9000    	  52.3000    	  29.0000    	  29.0000    	  21.8000    	  63.6000    	  32.5000    	  22.1000    	          NaN	  24.7000    	  21.1000    	          NaN	          NaN	          NaN	  20.2000    	          NaN	  50.2000    	  27.8000    	          NaN	  41.5000    	  46.7000    	  35.1000    	          NaN	          NaN	  31.1000    	  18.5000    	  47.6000    	  18.9000    	  27.2000    	          NaN	  19.0000    	          NaN	  10.4000    
  382.500    	  70.3000    	  60.0000    	  63.0000    	          NaN	  133.800    	  105.600    	          NaN	  46.9000    	  46.0000    	  48.4000    	          NaN	  45.5000    	  33.7000    	  55.6000    	  26.8000    	  43.0000    	  32.5000    	  65.1000    	  42.7000    	  35.4000    	          NaN	  43.7000    	  43.2000    	          NaN	          NaN	          NaN	  60.3000    	          NaN	  78.3000    	  61.4000    	          NaN	  40.3000    	  54.7000    	  34.5000    	          NaN	  57.6000    	  66.3000    	  54.9000    	  53.8000    	  45.5000    	  60.5000    	          NaN	  55.0000    	          NaN	  56.5000    
  383.500    	  51.9000    	  44.6000    	  31.0000    	          NaN	  144.000    	  97.4000    	          NaN	  42.4000    	  23.8000    	  28.7000    	          NaN	  26.6000    	  26.0000    	  35.3000    	  22.0000    	  23.0000    	  22.1000    	  32.3000    	  35.8000    	  29.4000    	          NaN	  29.5000    	  24.0000    	          NaN	          NaN	          NaN	  29.7000    	          NaN	  30.0000    	  28.3000    	          NaN	  14.5000    	  13.3000    	  14.3000    	          NaN	          NaN	  12.1000    	  11.9000    	  21.4000    	  10.7000    	  20.1000    	          NaN	  12.0000    	          NaN	  23.8000    
  384.500    	  19.6000    	  16.0000    	  32.0000    	          NaN	  76.0000    	  62.0000    	          NaN	  38.1000    	  37.8000    	  59.9000    	          NaN	  40.6000    	  34.9000    	  41.3000    	  35.8000    	  61.5000    	  43.3000    	  34.2000    	  40.8000    	  37.4000    	          NaN	  49.3000    	  57.2000    	          NaN	          NaN	          NaN	  47.2000    	          NaN	  34.6000    	  50.1000    	          NaN	  58.3000    	  72.5000    	  55.8000    	          NaN	  44.2000    	  49.7000    	  67.8000    	  54.7000    	  47.0000    	  31.4000    	          NaN	  62.8000    	          NaN	  17.9000    
  385.500    	  44.2000    	  34.0000    	  22.0000    	          NaN	  85.1000    	  45.9000    	          NaN	  24.3000    	  13.3000    	  20.4000    	          NaN	  24.4000    	  20.8000    	  21.3000    	  11.1000    	  21.3000    	  16.2000    	  32.7000    	  23.1000    	  20.4000    	          NaN	  18.1000    	  18.5000    	          NaN	          NaN	          NaN	  18.3000    	          NaN	  17.5000    	  17.2000    	          NaN	  19.1000    	  24.4000    	  22.4000    	          NaN	  13.6000    	  14.9000    	  14.0000    	  16.9000    	  9.40000    	  16.5000    	          NaN	  12.4000    	          NaN	  11.8000    
  386.500    	  75.9000    	  63.0000    	  47.0000    	          NaN	  142.900    	  94.9000    	          NaN	  56.4000    	  49.0000    	  52.7000    	          NaN	  59.4000    	  54.6000    	  63.1000    	  42.5000    	  58.4000    	  54.7000    	  85.1000    	  61.9000    	  73.1000    	          NaN	  65.6000    	  58.1000    	          NaN	          NaN	          NaN	  75.2000    	          NaN	  73.8000    	  77.5000    	          NaN	  42.6000    	  57.8000    	  41.2000    	          NaN	  37.2000    	  47.2000    	  58.0000    	  51.4000    	  59.4000    	  69.7000    	          NaN	  56.8000    	          NaN	  60.2000    
  387.500    	  95.0000    	  95.0000    	  51.0000    	          NaN	  112.700    	  55.3000    	          NaN	  41.0000    	  33.1000    	  27.9000    	          NaN	  48.0000    	  41.7000    	  39.7000    	  31.1000    	  25.1000    	  33.8000    	  63.2000    	  50.7000    	  28.2000    	          NaN	  43.7000    	  27.0000    	          NaN	          NaN	          NaN	  51.7000    	          NaN	  36.9000    	  60.2000    	          NaN	  52.3000    	  42.8000    	  53.3000    	          NaN	  48.8000    	  59.1000    	  40.7000    	  47.4000    	  41.8000    	  53.3000    	          NaN	  44.5000    	          NaN	  49.4000    
  388.500    	  13.0000    	  19.0000    	  30.0000    	          NaN	  51.4000    	  32.2000    	          NaN	  47.0000    	  52.1000    	  37.9000    	          NaN	  28.3000    	  36.8000    	  50.4000    	  25.1000    	  34.4000    	  49.6000    	  11.6000    	  23.9000    	  35.5000    	          NaN	  49.9000    	  23.8000    	          NaN	          NaN	          NaN	  45.1000    	          NaN	  31.9000    	  43.4000    	          NaN	  117.500    	  77.5000    	  92.6000    	          NaN	  112.300    	  69.1000    	  34.3000    	  64.5000    	  41.1000    	  67.9000    	          NaN	  38.6000    	          NaN	  34.8000    
  389.500    	  15.5000    	  20.0000    	  21.0000    	          NaN	  59.6000    	  30.9000    	          NaN	  53.4000    	  62.3000    	  60.9000    	          NaN	  33.2000    	  38.8000    	  31.4000    	  76.2000    	  24.9000    	  27.6000    	  25.3000    	  34.1000    	  15.4000    	          NaN	  13.3000    	  18.9000    	          NaN	          NaN	          NaN	  21.3000    	          NaN	  29.1000    	  35.0000    	          NaN	  46.4000    	  70.7000    	  28.7000    	          NaN	  31.8000    	  45.5000    	  35.8000    	  31.1000    	  27.2000    	  41.1000    	          NaN	  25.0000    	          NaN	  32.4000    
  390.500    	  53.6000    	  54.0000    	  65.0000    	          NaN	  86.0000    	  50.3000    	          NaN	  93.0000    	  85.5000    	  86.8000    	          NaN	  69.7000    	  68.6000    	  70.8000    	  84.8000    	  108.800    	  72.5000    	  95.4000    	  116.700    	  95.8000    	          NaN	  94.3000    	  122.700    	          NaN	          NaN	          NaN	  83.4000    	          NaN	  81.6000    	  67.9000    	          NaN	  80.2000    	  106.000    	  89.7000    	          NaN	  101.400    	  93.0000    	  54.4000    	  95.7000    	  82.6000    	  75.0000    	          NaN	  64.8000    	          NaN	  65.5000    
  391.500    	  94.4000    	  69.0000    	  80.0000    	          NaN	  156.100    	  110.200    	          NaN	  93.4000    	  78.8000    	  63.9000    	          NaN	  72.9000    	  74.9000    	  87.4000    	  69.0000    	  70.7000    	  72.4000    	  73.6000    	  111.400    	  116.800    	          NaN	  93.4000    	  87.1000    	          NaN	          NaN	          NaN	  77.6000    	          NaN	  84.8000    	  72.0000    	          NaN	  97.1000    	  98.9000    	  80.7000    	          NaN	  105.300    	  102.400    	  72.4000    	  111.000    	  78.6000    	  55.6000    	          NaN	  63.7000    	          NaN	  55.6000    
  392.500    	  84.9000    	  98.0000    	  82.0000    	          NaN	  92.3000    	  69.0000    	          NaN	  72.8000    	  84.7000    	  77.9000    	          NaN	  83.3000    	  80.1000    	  82.2000    	  83.7000    	  65.7000    	  90.8000    	  103.400    	  81.6000    	  81.7000    	          NaN	  85.2000    	  94.3000    	          NaN	          NaN	          NaN	  70.9000    	          NaN	  54.0000    	  31.7000    	          NaN	  57.4000    	  54.9000    	  67.6000    	          NaN	          NaN	  115.300    	  82.0000    	  132.800    	  105.200    	  102.800    	          NaN	  86.2000    	          NaN	  41.5000    
  393.500    	  72.4000    	  61.0000    	  55.0000    	          NaN	  145.600    	  79.6000    	          NaN	  77.6000    	  61.5000    	  68.2000    	          NaN	  60.7000    	  55.6000    	  60.6000    	  44.4000    	  70.0000    	  71.8000    	  77.4000    	  57.5000    	  79.9000    	          NaN	  81.0000    	  85.8000    	          NaN	          NaN	          NaN	  74.3000    	          NaN	  63.4000    	  53.7000    	          NaN	  67.0000    	  65.0000    	  69.6000    	          NaN	  73.4000    	  76.6000    	  91.6000    	  72.8000    	  72.6000    	  62.5000    	          NaN	  92.8000    	          NaN	  62.2000    
  394.500    	  95.6000    	  61.0000    	  60.0000    	          NaN	  195.100    	  124.900    	          NaN	  105.400    	  81.7000    	  78.0000    	          NaN	  76.5000    	  55.4000    	  79.2000    	  58.5000    	  65.6000    	  67.2000    	  74.0000    	  76.6000    	  75.0000    	          NaN	  81.7000    	  79.2000    	          NaN	          NaN	          NaN	  87.7000    	          NaN	  95.2000    	  92.3000    	          NaN	  94.7000    	  109.400    	  96.6000    	          NaN	  81.4000    	  100.500    	  78.2000    	  85.7000    	  83.3000    	  79.9000    	          NaN	  77.6000    	          NaN	  77.4000    
  395.500    	  37.7000    	  45.0000    	  51.0000    	          NaN	  127.200    	  75.7000    	          NaN	  48.0000    	  48.9000    	  39.0000    	          NaN	  45.1000    	  35.6000    	  40.8000    	  29.1000    	  36.7000    	  40.8000    	  65.9000    	  49.8000    	  47.2000    	          NaN	  47.8000    	  35.6000    	          NaN	          NaN	          NaN	  49.4000    	          NaN	  37.2000    	  36.1000    	          NaN	  42.1000    	  40.4000    	  40.1000    	          NaN	  31.2000    	  42.2000    	  31.6000    	  41.8000    	  26.6000    	  40.2000    	          NaN	  34.9000    	          NaN	  27.9000    
  396.500    	  55.6000    	  40.0000    	  52.0000    	          NaN	  119.100    	  119.400    	          NaN	  68.5000    	  52.8000    	  52.7000    	          NaN	  52.3000    	  48.4000    	  56.2000    	  38.2000    	  45.4000    	  52.0000    	  49.4000    	  43.2000    	  60.9000    	          NaN	  47.6000    	  53.7000    	          NaN	          NaN	          NaN	  65.1000    	          NaN	  55.9000    	  47.0000    	          NaN	  77.6000    	  69.4000    	  61.3000    	          NaN	          NaN	  81.6000    	  51.3000    	  54.8000    	  55.1000    	  44.1000    	          NaN	  50.6000    	          NaN	  37.3000    
  397.500    	  10.1000    	  16.0000    	  22.0000    	          NaN	  17.3000    	  13.7000    	          NaN	  10.5000    	  10.4000    	  6.50000    	          NaN	  9.10000    	  8.30000    	  9.80000    	  8.30000    	  12.1000    	  14.6000    	  17.2000    	  19.1000    	  16.6000    	          NaN	  20.7000    	  16.9000    	          NaN	          NaN	          NaN	  28.4000    	          NaN	  23.7000    	  27.0000    	          NaN	  7.00000    	  7.60000    	  8.40000    	          NaN	  8.00000    	  8.80000    	  11.6000    	  5.30000    	  13.9000    	  19.5000    	          NaN	  15.3000    	          NaN	  10.5000    
  398.500    	  21.2000    	 10.00000    	 10.00000    	          NaN	  16.2000    	  12.9000    	          NaN	  10.2000    	  8.10000    	  9.60000    	          NaN	  10.8000    	  7.90000    	  8.90000    	  9.90000    	  13.1000    	  15.2000    	  19.7000    	  8.80000    	  19.2000    	          NaN	  24.1000    	  14.5000    	          NaN	          NaN	          NaN	  23.6000    	          NaN	  19.8000    	  21.8000    	          NaN	  15.6000    	  16.2000    	  16.0000    	          NaN	  17.0000    	  23.2000    	  19.9000    	  17.6000    	  18.5000    	  14.9000    	          NaN	  19.7000    	          NaN	  13.2000    
  399.500    	  108.900    	  95.0000    	  87.0000    	          NaN	  117.800    	  105.500    	          NaN	  81.4000    	  82.1000    	  65.7000    	          NaN	  82.5000    	  74.8000    	  77.9000    	  79.4000    	  69.9000    	  73.4000    	  117.700    	  88.4000    	  73.8000    	          NaN	  85.5000    	  89.3000    	          NaN	          NaN	          NaN	  59.8000    	          NaN	  42.4000    	  35.8000    	          NaN	  52.1000    	  82.4000    	  55.0000    	          NaN	  71.0000    	  96.2000    	  78.4000    	  55.3000    	  85.4000    	  59.3000    	          NaN	  72.0000    	          NaN	  39.6000    
  400.500    	  105.800    	  93.0000    	  93.0000    	          NaN	  86.5000    	  94.2000    	          NaN	  43.8000    	  56.7000    	  45.5000    	          NaN	  64.1000    	  50.3000    	  55.1000    	  54.6000    	  43.2000    	  54.8000    	  64.0000    	  32.3000    	  54.8000    	          NaN	  76.5000    	  72.6000    	          NaN	          NaN	          NaN	  67.3000    	          NaN	  48.6000    	  62.1000    	          NaN	  62.3000    	  72.2000    	  51.4000    	          NaN	  51.2000    	  64.8000    	  47.9000    	  49.6000    	  54.4000    	  41.1000    	          NaN	  52.4000    	          NaN	  35.6000    
  401.500    	  48.9000    	  31.0000    	  38.0000    	          NaN	  91.9000    	  36.8000    	          NaN	  59.8000    	  83.8000    	  59.2000    	          NaN	  39.9000    	  38.2000    	  38.6000    	  44.8000    	  58.2000    	  36.0000    	  58.1000    	  33.8000    	  23.4000    	          NaN	  36.7000    	  47.6000    	          NaN	          NaN	          NaN	  40.0000    	          NaN	  21.8000    	  20.2000    	          NaN	  58.3000    	  57.7000    	  50.5000    	          NaN	  79.0000    	  79.1000    	  86.0000    	  53.9000    	  61.9000    	  54.5000    	          NaN	  76.5000    	          NaN	  51.1000    
  402.500    	  44.9000    	  42.0000    	  48.0000    	          NaN	  122.600    	  59.2000    	          NaN	  84.4000    	  82.7000    	  80.7000    	          NaN	  47.2000    	  38.2000    	  51.1000    	  55.0000    	  53.8000    	  56.6000    	  62.2000    	  79.6000    	  49.0000    	          NaN	  99.6000    	  85.7000    	          NaN	          NaN	          NaN	  68.9000    	          NaN	  80.5000    	  62.7000    	          NaN	  66.6000    	  60.9000    	  61.8000    	          NaN	  50.4000    	  51.2000    	  54.4000    	  85.5000    	  67.3000    	  53.9000    	          NaN	  67.0000    	          NaN	  40.6000    
